,0,1
3792,entretien,partie
3793,nous,nous
3794,nous,nous
3795,toi,moi
3796,valet,doute
3797,est,sosie
3798,nom,raison
3799,prix,effronterie
3800,effronterie,prie
3801,prie,cris
3802,cris,meurtris
3803,meurtris,crie
3804,l’avantage,courage
3805,bien,fanfaronnerie
3806,fanfaronnerie,poltronnerie
3807,âme,blâme
3808,métamorphose,chose
3809,insolence,silence
3810,veux,vœux
3811,claire,affaire
3812,nom,démon
3813,injures,voudras
3814,voudras,blessures
3815,l’apparence,puissance
3816,femme,flamme
3817,pas,bras
3818,berger,étranger
3819,enrager,d’étrivière
3820,bien,sosie
3821,action,question
3822,présent,paraître
3823,paraître,présent
3824,présent,maître
3825,maître,repartie
3826,bien,rien
3827,voix,sois
3828,sois,chose
3829,chose,sosie
3830,d’accord,mort
3831,s’oppose,chose
3832,traitement,peine
3833,peine,civilement
3834,civilement,alcmène
3835,vue,venue
3836,publique,unique
3837,gré,gloire
3838,j’aime,extrême
3839,arrivé,blessée
3840,vous,époux
3841,époux,doux
3842,amoureux,étude
3843,étude,inquiétude
3844,inquiétude,heureux
3845,amant,franchement
3846,franchement,gêne
3847,cœurs,faveurs
3848,délicatesse,blesse
3849,vertu,revêtu
3850,langage,sage
3851,vous,l’époux
3852,dieux,précieux
3853,chéri,mari
3854,voiles,étoiles
3855,brusquerie,séparer
3856,séparer,fâcherie
3857,fâcherie,demeurer
3858,brutale,régale
3859,fariboles,paroles
3860,grâce,face
3861,d’espérer,soupire
3862,soupire,dire
3863,dire,soupirer
3864,soupirer,rire
3865,rire,bonheur
3866,bonheur,d’honneur
3867,rien,bien
3868,blâmer,charme
3869,charme,vacarme
3870,vacarme,m’assommer
3871,répugnance,licence
3872,méthode,commode
3873,résolution,occasion
3874,suffire,désire
3875,bâton,ton
3876,maître,voudrez
3877,usité,vérité
3878,obliger,sincère
3879,sincère,faire
3880,faire,m’interroger
3881,m’interroger,prescrire
3882,voulez,zèle
3883,récit,ensuite
3884,ensuite,peine
3885,alcmène,pleine
3886,ivrognerie,d’esprit
3887,d’esprit,plaisanterie
3888,frivole,parole
3889,courroux,nous
3890,d’apparence,chacun
3891,paraître,connaître
3892,importun,commun
3893,ressemblantes,pesantes
3894,donc,bâton
3895,jaloux,courroux
3896,cerveau,l’eau
3897,portés,mystères
3898,mystères,chimères
3899,chimères,vérités
3900,vérités,sommeillé
3901,vie,sosie
3902,appas,pas
3903,dieux,vainqueur
3904,femme,flamme
3905,cœur,d’ardeur
3906,demeuré,désiré
3907,extrême,aime
3908,faut,tue
3909,tue,vue
3910,ardeur,cœur
3911,moi,foi
3912,jour,retour
3913,vérité,traité
3914,acquitté,malignité
3915,étrange,change
3916,dit,l’esprit
3917,amphitryon,question
3918,mène,certaine
3919,certaine,d’émotion
3920,plainte,feinte
3921,égayer,prie
3922,sérieusement,l’amusement
3923,soir,hier
3924,hier,l’aurore
3925,combats,ptérélas
3926,inutile,entier
3927,taistoi,fort
3928,nature,aventure
3929,passé,chose
3930,chose,vous
3931,vous,cause
3932,cause,nous
3933,saisir,mémoire
3934,mémoire,plaisir
3935,plaisir,l’histoire
3936,surprise,embrassai
3937,embrassai,reprise
3938,reprise,passé
3939,d’importance,destiné
3940,destiné,véhémence
3941,véhémence,violence
3942,violence,enchaîné
3943,enchaîné,l’absence
3944,l’absence,impatience
3945,impatience,donné
3946,donné,occurrence
3947,occurrence,passionné
3948,passionné,assassiné
3949,tous,jaloux
3950,portés,faussetés
3951,emportement,déférence
3952,déférence,constance
3953,constance,moment
3954,moment,vengeance
3955,hyménée,enchaînée
3956,connaître,préparer
3957,préparer,peutêtre
3958,peutêtre,demeurer
3959,aborder,paraître
3960,paraître,connaître
3961,connaître,demander
3962,demander,hasarder
3963,hasarder,être
3964,nous,courroux
3965,tenu,quel
3966,fin,vin
3967,regret,mémoire
3968,mémoire,manière
3969,port,rapport
3970,veille,pareille
3971,t’aviser,baiser
3972,bon,bon
3973,langage,sage
3974,réparé,séparé
3975,outrage,sage
3976,abstenir,provenir
3977,fades,malades
3978,d’affaires,gênés
3979,gênés,caniculaires
3980,caniculaires,sévères
3981,fatal,conjugal
3982,fort,autre
3983,autre,tort
3984,tort,nôtre
3985,nôtre,transport
3986,content,alcmène
3987,inquiétude,solitude
3988,moi,vois
3989,retraite,maintien
3990,accrochées,empêchées
3991,alcmène,peine
3992,serré,séparé
3993,incroyable,m’accable
3994,cieux,d’odieux
3995,regarder,demander
3996,ordonné,passionné
3997,inflexible,invincible
3998,courroux,jaloux
3999,abusé,offense
4000,offense,naissance
4001,naissance,violence
4002,ressentiment,naître
4003,naître,aisément
4004,aisément,maître
4005,rigueur,l’honneur
4006,aime,luimême
4007,douleur,rendre
4008,penser,tendresse
4009,tendresse,blesser
4010,blesser,faiblesse
4011,être,connaître
4012,coupable,équitable
4013,subtilités,frivoles
4014,frivoles,irrités
4015,irrités,paroles
4016,pensée,blessée
4017,victime,anime
4018,odieux,prodigieux
4019,yeux,dieux
4020,flamme,âme
4021,pas,appas
4022,colère,longueur
4023,douleur,déclarer
4024,déclarer,espérer
4025,favorable,misérable
4026,bontés,d’indignités
4027,d’indignités,cause
4028,offense,vengeance
4029,l’heure,meure
4030,m’accable,favorable
4031,d’absoudre,résoudre
4032,trahir,haïr
4033,charmée,l’armée
4034,place,ménage
4035,reviens,rien
4036,colère,faire
4037,faire,bien
4038,l’être,connaître
4039,connaître,enrager
4040,blesse,allégresse
4041,d’honneur,victoire
4042,victoire,douleur
4043,douleur,gloire
4044,ressemblances,d’abuser
4045,d’abuser,apparences
4046,apparences,supposer
4047,supposer,différences
4048,différences,aviser
4049,effets,faits
4050,rigueur,victoire
4051,victoire,croire
4052,croire,honneur
4053,honneur,mystère
4054,mystère,chimère
4055,équitable,véritable
4056,l’esprit,plaisir
4057,charité,m’inquiète
4058,m’inquiète,planète
4059,planète,porté
4060,porté,porte
4061,moi,moi
4062,l’oublie,bien
4063,entendre,t’apprendre
4064,ordre,considéré
4065,considéré,effaré
4066,effaré,mordre
4067,mordre,déchiré
4068,contusion,confusion
4069,maître,maître
4070,maître,méconnaître
4071,eau,doute
4072,bien,pleine
4073,pleine,alcmène
4074,alcmène,entretien
4075,entretien,caprice
4076,rajustés,privautés
4077,privautés,punisse
4078,punisse,témérités
4079,esprit,dit
4080,prendre,répandre
4081,venger,faire
4082,monsieur,téméraire
4083,quitter,ordre
4084,faite,satisfaite
4085,dire,conter
4086,conter,nature
4087,nature,emporter
4088,emporter,aventure
4089,rendre,m’attendre
4090,produits,transie
4091,semblable,véritable
4092,l’enchantement,arrêtez
4093,nécessaire,colère
4094,scélérat,combat
4095,traitement,défense
4096,défense,vengeance
4097,vengeance,ressentiment
4098,résolutions,amphitryons
4099,méconnaître,paraître
4100,appui,lui
4101,deux,hasardeux
4102,l’imposture,l’aventure
4103,abuser,colère
4104,connaître,être
4105,être,naître
4106,connaissance,d’importance
4107,d’importance,circonstance
4108,témoignage,outrage
4109,m’engage,assemblage
4110,agréable,table
4111,termine,l’irrésolution
4112,l’irrésolution,amphitryon
4113,martyre,dire
4114,dire,m’inspire
4115,m’inspire,lié
4116,d’attendre,rendre
4117,saison,impose
4118,impose,chose
4119,chose,raison
4120,répondre,confondre
4121,demain,train
4122,vaillantises,prises
4123,nez,cuisine
4124,retournez,l’échine
4125,supplie,sosie
4126,licence,défense
4127,maître,reconnaître
4128,partage,l’avantage
4129,unique,tyrannique
4130,moi,loi
4131,défends,j’entends
4132,démanger,demeure
4133,demeure,manger
4134,manger,heure
4135,compagnie,loin
4136,l’adversaire,faire
4137,faiton,net
4138,net,ébattre
4139,ébattre,effet
4140,effet,battre
4141,ici,voici
4142,désire,dire
4143,lieux,mercure
4144,mercure,peu
4145,peu,figure
4146,figure,lieu
4147,lieu,dieu
4148,dieu,endure
4149,courtoisie,sosie
4150,imposteur,paraître
4151,paraître,connaître
4152,être,douceur
4153,douceur,adore
4154,adore,éclater
4155,éclater,jupiter
4156,jupiter,déshonore
4157,glorieux,dieux
4158,dieux,murmure
4159,murmure,aventure
4160,brûle,d’hercule
4161,sort,flatter
4162,douter,jupiter
4163,sentiment,nullement
4164,nullement,congratulantes
4165,congratulantes,embarquement
4166,embarquement,compliment
4167,compliment,embarrassantes
4168,dire,guerre
4169,rois,exploits
4170,amours,jours
4171,amours,jours
4172,sévère,aimer
4173,aimer,plaire
4174,plaire,charmer
4175,charmer,plaire
4176,plaire,charmer
4177,sévère,aimer
4178,aimer,plaire
4179,plaire,charmer
4180,sage,âge
4181,âge,sage
4182,cesse,presse
4183,sagesse,jeunesse
4184,charme,désarme
4185,désarme,charme
4186,peine,vaine
4187,chaîne,prenne
4188,amours,jours
4189,cour,tour
4190,naissants,encens
4191,ombres,douleur
4192,douleur,faire
4193,faire,accabler
4194,accabler,taire
4195,taire,parler
4196,parler,plaire
4197,raison,offense
4198,tonnerre,aimer
4199,aimer,terre
4200,terre,charmer
4201,charmer,respire
4202,autels,immortels
4203,constamment,jugement
4204,prévenus,vénus
4205,sommes,noms
4206,inquiétude,malicieux
4207,malicieux,étude
4208,étude,yeux
4209,nous,tous
4210,intérêts,traits
4211,commises,sottises
4212,raisonnements,moments
4213,aigrit,vôtre
4214,vôtre,l’autre
4215,fers,armes
4216,cruelle,delle
4217,franchement,jugement
4218,flatter,tête
4219,tête,mériter
4220,mériter,conquête
4221,conquête,déguisement
4222,chose,lois
4223,présumer,mystère
4224,mystère,enflammer
4225,enflammer,ordinaire
4226,ordinaire,affaire
4227,affaire,former
4228,former,aimer
4229,cœurs,rigueurs
4230,conservée,fiertés
4231,fiertés,cruautés
4232,cruautés,éprouvée
4233,vois,moi
4234,venir,soutenir
4235,rit,attire
4236,avances,bienséances
4237,matière,première
4238,achevés,tendresse
4239,ajustement,nullement
4240,informer,enfermer
4241,enfermer,mystère
4242,s’enflamme,aimer
4243,aimer,âme
4244,âme,charmer
4245,charmer,d’élire
4246,d’élire,ardeur
4247,ardeur,attire
4248,promettent,amants
4249,inégale,valez
4250,solide,moitié
4251,moitié,amitié
4252,prépare,éclater
4253,l’âme,madame
4254,profiter,distraire
4255,dispose,nous
4256,nous,cause
4257,cause,chose
4258,chose,vous
4259,soins,moins
4260,supplices,offices
4261,concurrence,balance
4262,deux,amoureux
4263,fière,manière
4264,gênée,amitié
4265,amitié,destinée
4266,destinée,pitié
4267,vôtre,ardeur
4268,ardeur,cœur
4269,sacrifice,injustice
4270,d’outrage,partage
4271,défendre,attendre
4272,sollicite,mérite
4273,demande,j’attende
4274,craindre,plaindre
4275,d’effroi,moi
4276,madame,âme
4277,menée,abandonnée
4278,lieux,cieux
4279,vous,coups
4280,colère,malheur
4281,sœur,cœur
4282,mien,joie
4283,joie,envoie
4284,envoie,bien
4285,selve,belve
4286,rio,dolore
4287,dolore,martire
4288,martire,morte
4289,morte,sorte
4290,beltà,crudeltà
4291,innocente,inclemente
4292,fiero,severo
4293,severo,rigor
4294,rigor,cor
4295,inaudita,vita
4296,sforza,forza
4297,nature,d’injure
4298,d’injure,faveurs
4299,douleurs,pleurs
4300,ellemême,diadème
4301,revers,offerts
4302,adversité,d’insensibilité
4303,coups,tous
4304,occasions,révolutions
4305,haine,peine
4306,rigueurs,cœurs
4307,cœurs,amères
4308,frivole,console
4309,ouverts,funeste
4310,plaire,retirer
4311,retirer,murmurer
4312,murmurer,étendre
4313,fondement,présente
4314,présente,raisonnement
4315,raisonnement,accablement
4316,accablement,cuisante
4317,cuisante,tourment
4318,tourment,puissante
4319,cieux,dieux
4320,contente,assassinante
4321,pas,d’appas
4322,yeux,habitude
4323,habitude,d’étude
4324,d’étude,précieux
4325,vertus,assidus
4326,sagesse,tendresse
4327,tendresse,l’allégresse
4328,plainte,l’atteinte
4329,rigueur,cœur
4330,colère,éclater
4331,éclater,faire
4332,faire,redouter
4333,jamais,fais
4334,plaindre,pleurer
4335,pleurer,réparer
4336,suis,ennuis
4337,cœur,douleur
4338,lieu,adieu
4339,reste,funeste
4340,sort,mort
4341,condamnée,empoisonnée
4342,secourir,mourir
4343,déplaisirs,soupirs
4344,lentendre,attendre
4345,issue,déçue
4346,vous,doux
4347,loi,moi
4348,vœux,veux
4349,importuner,déplaire
4350,déplaire,gêner
4351,gêner,colère
4352,sincère,espère
4353,souhaits,jamais
4354,monument,seconde
4355,seconde,monde
4356,d’âmes,flammes
4357,mien,crime
4358,insensibilité,sévérité
4359,déplaire,faire
4360,ici,souci
4361,vôtres,sœurs
4362,défendre,attendre
4363,cœurs,meurs
4364,étendards,dards
4365,servie,vie
4366,aimer,salaire
4367,salaire,animer
4368,animer,satisfaire
4369,satisfaire,présumer
4370,présumer,faire
4371,faire,plaire
4372,plaire,enflammer
4373,enflammer,autre
4374,jaloux,doux
4375,loi,moi
4376,moments,sentiments
4377,abattu,vertu
4378,empoisonne,étonne
4379,bras,pas
4380,d’exemples,temples
4381,ravisseur,livre
4382,livre,défenseur
4383,défenseur,vivre
4384,cœurs,meurs
4385,meurs,rigueurs
4386,rigueurs,matières
4387,matières,dernières
4388,m’obéir,haïr
4389,rebelles,fidèles
4390,lieu,adieu
4391,adieu,route
4392,voix,fois
4393,chercher,rocher
4394,rocher,suivre
4395,suivre,survivre
4396,jaloux,courroux
4397,attraits,palais
4398,larmes,armes
4399,lieux,dieux
4400,hâtezvous,coups
4401,charmant,l’empressement
4402,acquitté,donnée
4403,donnée,beauté
4404,beauté,amenée
4405,amenée,enchanté
4406,enchanté,liberté
4407,liberté,destinée
4408,changement,faites
4409,faites,ajustement
4410,ajustement,êtes
4411,jour,l’amour
4412,cœur,ardeur
4413,ardeur,naître
4414,naître,langueur
4415,langueur,être
4416,lois,vois
4417,nature,amoureux
4418,amoureux,blessure
4419,blessure,feux
4420,feux,eux
4421,eux,figure
4422,figure,heureux
4423,heureux,voeux
4424,forte,desprit
4425,desprit,sorte
4426,enfance,patience
4427,faire,mystère
4428,mère,colère
4429,immortelles,belles
4430,cieux,glorieux
4431,faire,mystère
4432,mystère,barbare
4433,pare,rare
4434,appartements,ameublements
4435,frayeurs,fleurs
4436,serpent,suspend
4437,repent,féconde
4438,malheurs,meurs
4439,t’emparer,murmurer
4440,soupirer,d’expirer
4441,empire,respire
4442,loi,moi
4443,poison,raison
4444,plainte,atteinte
4445,complaisance,reconnaissance
4446,puissance,sens
4447,charme,d’alarme
4448,d’alarme,charmer
4449,charmer,même
4450,même,aime
4451,aime,d’aimer
4452,dangereux,eux
4453,dure,étonner
4454,étonner,l’injure
4455,l’injure,usure
4456,usure,donner
4457,jours,cours
4458,châtiment,doucement
4459,jour,d’amour
4460,punie,vie
4461,bas,d’appas
4462,présence,violence
4463,offense,bienséance
4464,lois,choix
4465,soupire,repartir
4466,repartir,soupir
4467,soupir,dire
4468,doux,tous
4469,doute,route
4470,attendu,entendu
4471,cœur,faveur
4472,faveur,zéphire
4473,menacés,débarrassés
4474,empressés,adressés
4475,province,prince
4476,suis,puis
4477,sollicite,mérite
4478,séjour,amour
4479,merveilles,oreilles
4480,servie,envie
4481,vôtres,d’autres
4482,d’autres,séparer
4483,séparer,père
4484,père,imaginaire
4485,imaginaire,pleurer
4486,accablée,comblée
4487,témoins,soins
4488,zéphire,empire
4489,sœurs,douceurs
4490,souvent,vent
4491,murmure,respirez
4492,bouche,touche
4493,zéphire,dédire
4494,largesses,caressses
4495,caressses,tendresses
4496,présence,entretiens
4497,entretiens,complaisance
4498,complaisance,miens
4499,jamais,palais
4500,zéphyrs,soupirs
4501,princesse,d’allégresse
4502,d’allégresse,jeunesse
4503,jeunesse,tendresse
4504,jours,amours
4505,surprendre,entendre
4506,soupirs,désirs
4507,tendre,rendre
4508,rendre,prendre
4509,défendre,d’attendre
4510,jour,retour
4511,charmes,armes
4512,pleurs,douceurs
4513,suivre,livre
4514,appas,trépas
4515,espère,mystère
4516,mystère,guère
4517,faire,plaire
4518,charmant,amant
4519,concevoir,voir
4520,équipage,étalage
4521,dépit,traite
4522,traite,indiscrète
4523,d’efforts,trésors
4524,sentiments,charmants
4525,reines,souveraines
4526,lieux,exactitude
4527,exactitude,étude
4528,étude,yeux
4529,exécute,rebute
4530,charmer,s’entr’aimer
4531,autels,mortels
4532,révoltés,volontés
4533,témoins,moins
4534,désespère,plaire
4535,achevé,aimée
4536,aimée,relevé
4537,relevé,exprimée
4538,porter,d’éviter
4539,empressements,amants
4540,connaître,l’être
4541,suprême,diadème
4542,même,aime
4543,aime,charmez
4544,charmez,extrême
4545,extrême,aimez
4546,est,intérêt
4547,intérêt,plaît
4548,réserve,cacher
4549,cacher,reprocher
4550,doux,nous
4551,défense,violence
4552,infortunée...,l’hyménée...
4553,m’accabler,dire
4554,nature,d’imposture
4555,richesses,tendresses
4556,tendresses,caresses
4557,charmes,alarmes
